# timestamp tx ty tz qx qy qz qw
1468940622.452114582062 4.418338171842 -0.446350343742 1.362118139777 -0.514367602309 0.532206426191 -0.476387504352 0.474591651121
1468940622.457115888596 4.418357079924 -0.447149763061 1.360063439820 -0.517751569885 0.526794870272 -0.481411326434 0.471872452382
1468940622.462116241455 4.418264452679 -0.447149331467 1.360072887527 -0.517986537534 0.526884355054 -0.481118687275 0.471813132594
1468940622.467117786407 4.418232094147 -0.447140072210 1.360065573606 -0.517975856940 0.526965772897 -0.481072734364 0.471780786038
1468940622.472118377686 4.418219137401 -0.447204048724 1.360133920682 -0.516047731483 0.526790033932 -0.481668470640 0.473479126648
1468940622.477117300034 4.418151839559 -0.447147914607 1.360031078073 -0.518101830772 0.526984801287 -0.481018597000 0.471676394897
1468940622.482116222382 4.418123525634 -0.447144271812 1.359990583930 -0.518011281940 0.526954650731 -0.481159507140 0.471665810234
1468940622.487116813660 4.418072349807 -0.447153393083 1.359974861224 -0.518008344218 0.526920610174 -0.481161132560 0.471705406379
1468940622.492115974426 4.418096088915 -0.446719095185 1.359970825706 -0.515426255458 0.526010305583 -0.482341588976 0.474336932094
1468940622.497116565704 4.418024274595 -0.447126014664 1.359896570148 -0.517820120726 0.526848642567 -0.481440562654 0.471707340444
1468940622.502116680145 4.418070473300 -0.447240476278 1.359908360045 -0.515911807209 0.526750451020 -0.481873919985 0.473462242180
1468940622.507116317749 4.417794478646 -0.446304949970 1.361890781444 -0.513628752060 0.531545727666 -0.476984361937 0.475531873721
1468940622.512115955353 4.417932685078 -0.446285329853 1.361821579139 -0.514219927477 0.531964167250 -0.476598038325 0.474811858331
1468940622.517116308212 4.417849770818 -0.446114915943 1.361537292330 -0.513432010069 0.531666452895 -0.476941657880 0.475652193184
1468940622.522115468979 4.417805274824 -0.446316264659 1.361861022360 -0.513783282691 0.532420218666 -0.476147331184 0.475225386727
1468940622.527115106583 4.417915069234 -0.446247397458 1.361683135600 -0.513392466707 0.531564369098 -0.476826090372 0.475924758942
1468940622.532115221024 4.417841093525 -0.446322992231 1.361791544777 -0.512965359752 0.532037261452 -0.476576395512 0.476106953700
1468940622.537114620209 4.417685246398 -0.446369611375 1.361890855134 -0.513572770492 0.532949870852 -0.475784951616 0.475222184230
1468940622.542115688324 4.417765156988 -0.446160010844 1.361583165634 -0.513487496425 0.531732292833 -0.476502422603 0.475958822827
1468940622.547117471695 4.418115564734 -0.446312404517 1.361627499669 -0.512864157414 0.532069718904 -0.476433874737 0.476322299780
1468940622.552116155624 4.417628170559 -0.446345090694 1.361831669962 -0.513364663522 0.533147130702 -0.475556394037 0.475454493470
1468940622.557114839554 4.417436449068 -0.446333044223 1.361863411534 -0.512700749170 0.532370071059 -0.476154794101 0.476441666204
1468940622.562116622925 4.417431409106 -0.446308042438 1.361811208096 -0.512739516942 0.532351531751 -0.476092876719 0.476482536034
1468940622.567116975784 4.417680419905 -0.446158569351 1.361509712253 -0.513354892183 0.531968686777 -0.476238065976 0.476102274176
1468940622.572117090225 4.417985502023 -0.446192832408 1.361461440101 -0.513752906146 0.532087453207 -0.476254597777 0.475523345023
1468940622.577115774155 4.417608072061 -0.446381123239 1.361794836471 -0.513627913830 0.533399997356 -0.475272254029 0.475170594109
1468940622.582116127014 4.417629170687 -0.446286050283 1.361671054173 -0.513321172371 0.532391912946 -0.475971469243 0.475932122778
1468940622.587115526199 4.417897398043 -0.446282755286 1.361592145395 -0.513256007221 0.532025136813 -0.476302356512 0.476081495158
1468940622.592116594315 4.417641703657 -0.446322205147 1.361769677374 -0.513791155131 0.532783148366 -0.475680110501 0.475278022004
1468940622.597117185593 4.417681447839 -0.446228789735 1.361644224297 -0.513371822956 0.531895602350 -0.476310001545 0.476093711389
1468940622.602116584778 4.417700854536 -0.446273323525 1.361690818712 -0.514114383196 0.532356344278 -0.475819541043 0.475267175449
1468940622.607115745544 4.417992956112 -0.446142562108 1.361504043082 -0.513760848249 0.531366125859 -0.476725926572 0.475848948754
1468940622.612116813660 4.417907417624 -0.446126681951 1.361439547969 -0.514123124221 0.531401051541 -0.477043879443 0.475099434485
1468940622.617116451263 4.417682162148 -0.446080088847 1.361489717171 -0.513695078990 0.531807569233 -0.476940145084 0.475211714013
1468940622.622116088867 4.417977131458 -0.446165877364 1.361623338180 -0.514464007299 0.530584075043 -0.477139744286 0.475547041761
1468940622.627114772797 4.417893735260 -0.446191210051 1.361668948642 -0.514817508833 0.530592234985 -0.477164548066 0.475130305118
1468940622.632114410400 4.418206934811 -0.446230631470 1.361730029618 -0.514664402899 0.530459561177 -0.477176210072 0.475432509286
1468940622.637113094330 4.417872622748 -0.446407844922 1.362054169506 -0.514720342338 0.531617226485 -0.476447945031 0.474808855608
1468940622.642117023468 4.417781236190 -0.446474229901 1.362119450946 -0.514390374452 0.530892837753 -0.476989303506 0.475433004569
1468940622.647118806839 4.417749467720 -0.446286240021 1.361983002823 -0.514518976346 0.530143978299 -0.477355345351 0.475761977797
1468940622.652119159698 4.417957690550 -0.446451430329 1.362187961115 -0.514993835231 0.531513210610 -0.476540974363 0.474535305719
1468940622.657119512558 4.418243218261 -0.446315280536 1.361930202589 -0.514665637130 0.529820175722 -0.477707118046 0.475610946807
1468940622.662120103836 4.418147550335 -0.446351298408 1.361996421472 -0.514858922232 0.530083303140 -0.477589840224 0.475226184511
1468940622.667120933533 4.417920828687 -0.446406231418 1.362200018168 -0.514249632233 0.530056215763 -0.477464654432 0.476041203727
1468940622.672121763229 4.418093899374 -0.446550258775 1.362333144273 -0.513870024492 0.530773045587 -0.477231300987 0.475886391238
1468940622.677121400833 4.418232432464 -0.446407557414 1.362161943190 -0.514464791687 0.529815874637 -0.477588935564 0.475951600191
1468940622.682120800018 4.418206837248 -0.446463867508 1.362046099217 -0.514827326736 0.530258402487 -0.477367544509 0.475288415267
1468940622.687121152878 4.418089315919 -0.446579074401 1.362438643886 -0.514304774221 0.530650278748 -0.476826837687 0.475959082002
1468940622.692120552063 4.418052968093 -0.446697404938 1.362649628954 -0.514348415195 0.531387655435 -0.476429611118 0.475486795913
1468940622.697119951248 4.418066271234 -0.446742648764 1.362698267153 -0.514403090059 0.531702966696 -0.476145390651 0.475359845913
1468940622.702121019363 4.418084743292 -0.446529033801 1.362286356714 -0.514474893340 0.529845402410 -0.477474886099 0.476022233527
1468940622.707120180130 4.418053119814 -0.446631755274 1.362636680123 -0.514111126776 0.530443559460 -0.476867062944 0.476358251562
1468940622.712120532990 4.418195660793 -0.446672442127 1.362632720380 -0.514505363977 0.530822977230 -0.476691696597 0.475685004682
